/bailing_gongzuo_jiaotan-001	load:0.15	watermark:0.254	recognition:5.488	encrypt:9.583	compress:9.672	writeFileSync:9.673	end:9.674	9.678
/shangwu_gongzuo_chuchai-025	load:0.07	watermark:0.155	recognition:5.061	encrypt:9.688	compress:9.74	writeFileSync:9.742	end:9.742	23.646
/cannes_international_film_festival-004	load:0.142	watermark:0.145	recognition:8.16	encrypt:9.803	compress:9.833	writeFileSync:9.834	end:9.834	23.661
/shangwu_gongzuo_chuchai-007	load:0.006	watermark:0.077	recognition:5.985	encrypt:11.01	compress:11.072	writeFileSync:11.073	end:11.073	23.687
/shangwu_gongzuo_chuchai-030	load:0.089	watermark:0.093	recognition:5.861	encrypt:10.328	compress:10.373	writeFileSync:10.378	end:10.379	23.692
/cannes_international_film_festival-001	load:0.009	watermark:0.011	recognition:21.495	encrypt:22.436	compress:22.461	writeFileSync:22.473	end:22.473	23.781
/cannes_international_film_festival-007	load:0.146	watermark:0.149	recognition:10.189	encrypt:11.596	compress:11.625	writeFileSync:11.632	end:11.633	23.725
/shangwu_gongzuo_chuchai-016	load:0.074	watermark:0.139	recognition:6.121	encrypt:10.618	compress:10.661	writeFileSync:10.662	end:10.662	23.746
/shangwu_gongzuo_chuchai-017	load:0.065	watermark:0.068	recognition:5.366	encrypt:9.175	compress:9.222	writeFileSync:9.223	end:9.223	23.799
/shangwu_gongzuo_chuchai-022	load:0.074	watermark:0.151	recognition:7.524	encrypt:11.208	compress:11.265	writeFileSync:11.266	end:11.266	23.854
/cannes_international_film_festival-013	load:0.14	watermark:0.142	recognition:11.439	encrypt:12.695	compress:12.739	writeFileSync:12.747	end:12.748	23.887
/shangwu_gongzuo_chuchai-023	load:0.079	watermark:0.081	recognition:6.062	encrypt:10.373	compress:10.418	writeFileSync:10.426	end:10.426	23.853
/xiaoyuan_shenghuo-007	load:0.079	watermark:0.149	recognition:7.031	encrypt:8.237	compress:8.264	writeFileSync:8.272	end:8.272	23.829
/shangwu_gongzuo_chuchai-024	load:0.076	watermark:0.079	recognition:6.566	encrypt:10.271	compress:10.321	writeFileSync:10.322	end:10.322	23.862
/shangwu_gongzuo_chuchai-029	load:0.1	watermark:0.103	recognition:5.782	encrypt:8.725	compress:8.767	writeFileSync:8.768	end:8.768	23.900
/bailing_gongzuo_jiaotan-019	load:0.073	watermark:0.076	recognition:5.35	encrypt:10.105	compress:10.155	writeFileSync:10.156	end:10.156	23.934
/xiaoyuan_shenghuo-017	load:0.081	watermark:0.084	recognition:11.031	encrypt:11.257	compress:11.274	writeFileSync:11.274	end:11.274	23.958
/shangwu_gongzuo_chuchai-032	load:0.07	watermark:0.133	recognition:6.891	encrypt:9.312	compress:9.356	writeFileSync:9.357	end:9.357	23.984
/shangwu_gongzuo_chuchai-034	load:0.079	watermark:0.082	recognition:8.792	encrypt:11.858	compress:11.906	writeFileSync:11.907	end:11.907	24.151
